Grupos Doencas,Doencas
Epilepsia,Frequência (3 - 4 / sem (?))
Epilepsia,Frequência (3 / mês)
Epilepsia,Frequência (3 / semana)
Epilepsia,Frequência (3 x / dia)
Epilepsia,Frequência (3 x / sem.)
Epilepsia,Frequência (3 x / sem)
Epilepsia,Frequência (3-20x / dia (?))
Epilepsia,Frequência (3-4 / dia (?))
Epilepsia,Frequência (3-4 x / mês (?))
Epilepsia,Frequência (3-4 x/mês em salvas (?))
Epilepsia,Frequência (3-4 x/sem (?))
Epilepsia,Frequência (3-4x / sem)
Epilepsia,Frequência (3-4x/mês (?))
Epilepsia,Frequência (3-4x/mês)
Epilepsia,Frequência (3-5 / mês(?))
Epilepsia,Frequência (3-5/mês)
Epilepsia,Frequência (3-5x / sem (?))
Epilepsia,Frequência (3-5x/dia (?))
Epilepsia,Frequência (30 / mês)
Epilepsia,Frequência (30-40 / dia)
Epilepsia,Frequência (3x / dia)
Epilepsia,Frequência (3x / sem)
Epilepsia,Frequência (3x/dia)
Epilepsia,Frequência (3x/mês)
Epilepsia,Frequência (4 / ano)
Epilepsia,Frequência (4 / dia)
Epilepsia,Frequência (4 / mês)
Epilepsia,Frequência (4 / semana)
Epilepsia,Frequência (4 x / dia)
Epilepsia,Frequência (4 x / mês)
Epilepsia,Frequência (4-5x / sem (?))
Epilepsia,Frequência (4-6x/mês (?))
Epilepsia,Frequência (4-6x/mês)
Epilepsia,Frequência (4-6x/sem (?))
Epilepsia,Frequência (4-8/mês (?))
Epilepsia,Frequência (40x/mês)
Epilepsia,Frequência (4x / sem)
Epilepsia,Frequência (4x/dia)
Epilepsia,Frequência (4x/mês)
Epilepsia,Frequência (5 / mês)
Epilepsia,Frequência (5 x / dia)
Epilepsia,Frequência (5 x /dia)
Epilepsia,Frequência (5-6 x / dia (?))
Epilepsia,Frequência (5-6x / 15 dias)
Epilepsia,Frequência (5-6x / mês (?))
Epilepsia,Frequência (5-6x/dia (?))
Epilepsia,Frequência (5-6X/mês (?))
Epilepsia,Frequência (5x / dia)
Epilepsia,Frequência (5x /sem)
Epilepsia,Frequência (6 / mês)
Epilepsia,Frequência (60 / mês)
Epilepsia,Frequência (8 / mês)
Epilepsia,Frequência (8 x / mês)
Epilepsia,Frequência (8-10 x / mês (?))
Epilepsia,Frequência (8cc/mês)
Epilepsia,Frequência (9-12x/dia (?))
Epilepsia,Frequência (Diárias)
Epilepsia,Frequência Normalizada
Epilepsia,Frizio [?]
Epilepsia,FrizioDose [?]
Epilepsia,Gardenal [?]
Epilepsia,Gardenal [100mg]
Epilepsia,Gardenal [50?]
Epilepsia,GardenalDose [?]
Epilepsia,Haloperidol [3mg?]
Epilepsia,HaloperidolDose [3]
Epilepsia,IA [1]
Epilepsia,IA [2]
Epilepsia,IB [1]
Epilepsia,IB [10]
Epilepsia,IB [11]
Epilepsia,IB [2]
Epilepsia,IB [3]
Epilepsia,IB [4]
Epilepsia,IB [5]
Epilepsia,IB [6]
Epilepsia,IB [7]
Epilepsia,IB [8]
Epilepsia,IB [9]
Epilepsia,IC [1]
Epilepsia,IC [2]
Epilepsia,IC [3]
Epilepsia,IC [4]
Epilepsia,IC [5]
Epilepsia,ID [1]
Epilepsia,ID [2]
Epilepsia,ID [3]
Epilepsia,ID [5]
Epilepsia,ID [7]
Epilepsia,Idantal [?]
Epilepsia,Idantal [100mg]
Epilepsia,IdantalDose [?]
Epilepsia,IdantalDose [1]
Epilepsia,IdantalDose [1cp]
Epilepsia,IIA [1]
Epilepsia,IIA [3]
Epilepsia,IIA [6]
Epilepsia,IIB [1]
Epilepsia,IIC [1]
Epilepsia,IID [1]
Epilepsia,IID [2]
Epilepsia,IID [6]
Epilepsia,IIIA [1]
Epilepsia,IIIA [2]
Epilepsia,IIIA [3]
Epilepsia,IIIA [4]
Epilepsia,IIIA [7]
Epilepsia,IIIA [8]
Epilepsia,IV [1]
Epilepsia,IV [3]
Epilepsia,Lado da Crise Epiléptica (-)
Epilepsia,Lado da Crise Epiléptica (B)
Epilepsia,Lado da Crise Epiléptica (D)
Epilepsia,Lado da Crise Epiléptica (E)
Epilepsia,Lamital [?]
Epilepsia,LamitalDose [?]
Epilepsia,Last outcome class [IA]
Epilepsia,Last outcome class [IB]
Epilepsia,Last outcome class [IC]
Epilepsia,Last outcome class [ID]
Epilepsia,Last outcome class [IIA]
Epilepsia,Last outcome class [IID]
Epilepsia,Last outcome class [IIIA]
Epilepsia,Last outcome class [IVA]
Epilepsia,Last outcome class [IVB]
Epilepsia,Local da Crise Epiléptica (-)
Epilepsia,Local da Crise Epiléptica (Hipocampo + 2 giro temporal D)
Epilepsia,Local da Crise Epiléptica (Hipocampo + Giro para-hipocampal)
Epilepsia,Local da Crise Epiléptica (Hipocampo + Parietal e Frontal)
Epilepsia,Local da Crise Epiléptica (Hipocampo + Temporal Basal Post.)
Epilepsia,Local da Crise Epiléptica (Hipocampo 1)
Epilepsia,Local da Crise Epiléptica (Hipocampo anterior)
Epilepsia,Local da Crise Epiléptica (Hipocampo e amigdala)
Epilepsia,Local da Crise Epiléptica (Hipocampo post + ocipital)
Epilepsia,Local da Crise Epiléptica (Hipocampo)
Epilepsia,Local da Crise Epiléptica (Lobo temporal neocortical)
Epilepsia,Local da Crise Epiléptica (Parahipocampo)
Epilepsia,Local da Crise Epiléptica (Polo Temporal)
Epilepsia,Local da Crise Epiléptica (Temporal mesial)
Epilepsia,Mais leve [nao]
Epilepsia,Mais leve [sim]
Epilepsia,MEDICAÇAO [14 anos SEM DAES]
Epilepsia,MEDICAÇAO [3 anos SEM DAEs]
Epilepsia,MEDICAÇAO [8 anos SEM DAEs]
Epilepsia,MEDICAÇAO [MONOTERAPIA alta]
Epilepsia,Medicação [MONOTERAPIA alta]
Epilepsia,MEDICAÇAO [MONOTERAPIA sub]
Epilepsia,MEDICAÇAO [POLITERAPIA]
Epilepsia,Medicação [POLITERAPIA]
Epilepsia,O ameaço foi Igual aos anteriores? []
Epilepsia,O ameaço foi Igual aos anteriores? [nao]
Epilepsia,O ameaço foi Igual aos anteriores? [sim]
Epilepsia,O ameaço foi mais leve que aos anteriores? [nao]
Epilepsia,O ameaço foi mais leve que aos anteriores? [sim]
Epilepsia,"Ótimo, sem crises nem auras."
Epilepsia,"Pre: Crise de início temp medio-post E // Descargas no hipocampo ant. c/strip [1,5]"
Epilepsia,"Pre: Crise de início temp medio-post E // Descargas no hipocampo ant. c/strip [5,0 cm]"
Epilepsia,"Pre: Crise de início temp medio-post E // Descargas no hipocampo ant. c/strip [CBZ 1800 , FB 300]"
Epilepsia,Pre: Crise de início temp medio-post E // Descargas no hipocampo ant. c/strip [Encostada]
Epilepsia,Pre: Crise de início temp medio-post E // Descargas no hipocampo ant. c/strip [Pontas na região temporal ant E]
Epilepsia,Pre: Crise de início temp medio-post E // Descargas no hipocampo ant. c/strip [Pontas Temp D]
Epilepsia,Primidona [?]
Epilepsia,PrimidonaDose [?]
Epilepsia,Q1.2 [(1ªcir)não(2ªcir)]
Epilepsia,Q1.2 [1x]
Epilepsia,Q1.2 [2x ]
Epilepsia,Q1.2 [2x]
Epilepsia,Q1.2 [CBZ 200/dia]
Epilepsia,Q1.2 [pós op]
Epilepsia,Q1.3 [iguais]
Epilepsia,Q1.3 [igual]
Epilepsia,Q1.3 [motora]
Epilepsia,"Q3 [chegou a iniciar redução, mas voltou a dosagem anterior]"
Epilepsia,Q3 [começou a redução 3 anos pós op e parou 5 anos pós op.]
Epilepsia,Q3 [começou a redução 6 meses pós op e e estabilizou a dosa há 4 anos]
Epilepsia,Q3 [começou a reduzir 3 anos pós op e parou]
Epilepsia,Q3 [começou a reduzir há ~1 ano]
Epilepsia,Q3 [começou a reduzir há ~10anos]
Epilepsia,Q3 [começou a reduzir há ~5 anos e parou ano passado]
Epilepsia,Q3 [começou a reduzir sozinho e parou há 4 anos]
Epilepsia,Q3 [começou a retirar 3 anos pós op.]
Epilepsia,Q3 [começou redução 2 anos pós op e esabilizou a dose]
Epilepsia,Q3 [começou redução 2 anos pós op e parou no ano seguinte]
Epilepsia,"Q3 [começou redução gradativa 1 ano pós op., consulta anualmente]"
Epilepsia,Q3 [esta em processo de redução]
Epilepsia,Q3 [está em redução desde 2007]
Epilepsia,Q3 [está em redução]
Epilepsia,Q3 [esta reduzindo a 1 ano]
Epilepsia,"Q3 [Ficou 2 anos em redução e parou, voltou agora após crise]"
Epilepsia,"Q3 [Ficou 8 anos sem medicação, quando teve a crise em 2008 tomou Carba por 2 meses e parou por conta,voltou a ter crises e a tomar medicação]"
Epilepsia,Q3 [foi reduzindo e parou 1 ano pós op]
Epilepsia,Q3 [M.U. por ansiedade]
Epilepsia,"Q3 [manteve medicação, começou redução há 4 anos]"
Epilepsia,Q3 [n]
Epilepsia,Q3 [não chegou a tomar medicação pós op]
Epilepsia,Q3 [não se recorda de quando começou a reduzir nem quando parou med]
Epilepsia,Q3 [nunca conseguiu reduzir]
Epilepsia,Q3 [nunca parou ou reduziu]
Epilepsia,"Q3 [nunca parou, começou redução 1 ano pós op]"
Epilepsia,Q3 [nunca parou]
Epilepsia,Q3 [nunca reduziu ou parou]
Epilepsia,Q3 [parou ~1 ano pós op.]
Epilepsia,Q3 [parou 1 ano pós op.]
Epilepsia,Q3 [Parou 2 anos pós op]
Epilepsia,Q3 [parou 2 anos pós-op]
Epilepsia,Q3 [parou 3 meses pós op]
Epilepsia,Q3 [parou 5 anos pós op.]
Epilepsia,Q3 [parou abruptamente não lembra quando]
Epilepsia,Q3 [parou alguns anos pós op. E voltou a tomar na gravidez]
Epilepsia,Q3 [parou entre o 1º e o 3º mês pós op]
Epilepsia,Q3 [parou há ~4 anos]
Epilepsia,Q3 [parou há 3 anos]
Epilepsia,Q3 [parou há 4 ou 5 anos]
Epilepsia,Q3 [parou por sim um ano pós op]
Epilepsia,Q3 [parou um ano pós op]
Epilepsia,Q3 [Redução por 1 ano pós op]
Epilepsia,Q3 [redução por 2 anos até parar]
Epilepsia,Q3 [redução por 2 anos peos op até parar]
Epilepsia,Q3 [Redução por 3 anos pós op]
Epilepsia,Q3 [reduziu a dose de 2 em 2 meses em 2 anos parou.]
Epilepsia,Q3 [reduziu ao longo dos anos e agora mantém]
Epilepsia,Q3 [reduziu de 3 p/ 1 cp não lembra quando]
Epilepsia,"Q3 [reduziu e parou 1,5 ano pós op.]"
Epilepsia,"Q3 [reduziu por 2 anos a med, agora voltou a tomar c/ medico em ROO/MT]"
Epilepsia,Q3 [retirou 1 ano pós op.]
Epilepsia,Q3 [retirou 2 anos e 1/2 pós op ]
Epilepsia,Q3 [retirou 2 anos pós op gradativamente]
Epilepsia,Q3 [retirou 5 anos pós op gradativamente]
Epilepsia,"Q3 [retirou Primidona em 2006, Gardenal em 2008, mas voltou por ""abstinência""]"
Epilepsia,Q3 [sempre manteve trileptal]
Epilepsia,Q3 [tenta redução há alguns anos]
Epilepsia,Q3 [Tomava Tegretol200/400 2cp e começou redução parou em meio ano]
Epilepsia,Q3 [tomou outros remédios por 3 anos pós op e reduzindo ficou só com Gardenal]
Epilepsia,Q3 [tomou por 1 ano e depois parou]
Epilepsia,Q3 [Tomou por 2 anos e reduziu até parar]
Epilepsia,Q3 [ver M.U.]
Epilepsia,Q3 [voltou a tomar não lembra quando parou]
Epilepsia,Q3 MEDICAÇAO [MONOTERAPIA alta]
Epilepsia,Q3 MEDICAÇAO [MONOTERAPIA sub]
Epilepsia,Q3 MEDICAÇAO [POLITERAPIA]
Epilepsia,Q3 MEDICAÇAO [SEM MEDICAÇÃO]
Epilepsia,Q3 MEDICAÇÕES EM USO [Carba 100mg]
Epilepsia,Q3 MEDICAÇÕES EM USO [Carba 200 e Primidona]
Epilepsia,Q3 MEDICAÇÕES EM USO [Carba 200;Urbanil 20;Depakene 8/dia]
Epilepsia,Q3 MEDICAÇÕES EM USO [Carba 200mg 6 cp]
Epilepsia,Q3 MEDICAÇÕES EM USO [Carba e Frizio]
Epilepsia,Q3 MEDICAÇÕES EM USO [Carbamazepina 3 cp/dia]
Epilepsia,Q3 MEDICAÇÕES EM USO [Carbamazepina]
Epilepsia,Q3 MEDICAÇÕES EM USO [Carbo 10mg 2cp 1xd;Risperidona 3mg 3xd]
Epilepsia,Q3 MEDICAÇÕES EM USO [Carbo e Urbanil]
Epilepsia,Q3 MEDICAÇÕES EM USO [Carbo(em redução);Gardenal 50;]
Epilepsia,Q3 MEDICAÇÕES EM USO [Gardenal 100mg]
Epilepsia,Q3 MEDICAÇÕES EM USO [Gardenal e Idantal]
Epilepsia,"Q3 MEDICAÇÕES EM USO [Gardenal, Idantal, Frizion]"
Epilepsia,Q3 MEDICAÇÕES EM USO [Gardenal]
Epilepsia,Q3 MEDICAÇÕES EM USO [Idantal 100mg e Urbanil 10mg]
Epilepsia,Q3 MEDICAÇÕES EM USO [Idantal 1cp]
Epilepsia,Q3 MEDICAÇÕES EM USO [Lamital e Rivotril]
Epilepsia,Q3 MEDICAÇÕES EM USO [não]
Epilepsia,Q3 MEDICAÇÕES EM USO [Rivotril 1mg;Topamax 25mg;Depaquene 500;Tegretol 400]
Epilepsia,Q3 MEDICAÇÕES EM USO [Tegretol 200 2xd;Urbanil 10 a noite;Depacote 500 3xd]
Epilepsia,Q3 MEDICAÇÕES EM USO [Tegretol 200mg 6cp/dia Haloperidol 1mg 3cp/dia]
Epilepsia,Q3 MEDICAÇÕES EM USO [tegretol 3x ao dia]
Epilepsia,Q3 MEDICAÇÕES EM USO [Tegretol 400 ]
Epilepsia,Q3 MEDICAÇÕES EM USO [Tegretol 400 2x ao dia]
Epilepsia,Q3 MEDICAÇÕES EM USO [Tegretol 400;Rivotril 2mg]
Epilepsia,Q3 MEDICAÇÕES EM USO [Tegretol Carbo e Urbanil]
Epilepsia,Q3 MEDICAÇÕES EM USO [Tegretol CR 200 2x]
Epilepsia,Q3 MEDICAÇÕES EM USO [Tegretol CR 400]
Epilepsia,Q3 MEDICAÇÕES EM USO [Tegretol]
Epilepsia,Q3 MEDICAÇÕES EM USO [Trileptal 300mg 2cp]
Epilepsia,Q3 MEDICAÇÕES EM USO [Trileptal 600ms 4cp/dia]
Epilepsia,Q3 MEDICAÇÕES EM USO [Trileptal 600ms/dia]
Epilepsia,Q3 MEDICAÇÕES EM USO [Trileptal e Rivotril]
Epilepsia,"Q3 MEDICAÇÕES EM USO [Trileptal, mas retirando]"
Epilepsia,Q3 MEDICAÇÕES EM USO [Trileptal;Depacote 500]
Epilepsia,"Q3 MEDICAÇÕES EM USO [Urbanil 10mg, Tegretol 400 3 cp/dia, Tegretol 200 1 a noite/1 manhã]"
Epilepsia,Q3 MEDICAÇÕES EM USO [voltou a tomar Urbani há 2 semanas]
Epilepsia,Q3.1 USO de Medicação [não]
Epilepsia,Q3.1 USO de Medicação [sim]
Epilepsia,Q3.2 numero de Medicações [1]
Epilepsia,Q3.2 numero de Medicações [2]
Epilepsia,Q3.2 numero de Medicações [3]
Epilepsia,Q3.2 numero de Medicações [4]
Epilepsia,Q3.3 Parou medicacao? (ha quanto tempo) [?]
Epilepsia,Q3.3 Parou medicacao? (há quanto tempo) [?]
Epilepsia,Q3.3 Parou medicacao? (ha quanto tempo) [1]
Epilepsia,Q3.3 Parou medicacao? (ha quanto tempo) [10]
Epilepsia,Q3.3 Parou medicacao? (ha quanto tempo) [11]
Epilepsia,"Q3.3 Parou medicacao? (ha quanto tempo) [13,5]"
Epilepsia,Q3.3 Parou medicacao? (ha quanto tempo) [14]
Epilepsia,Q3.3 Parou medicacao? (ha quanto tempo) [15]
Epilepsia,Q3.3 Parou medicacao? (ha quanto tempo) [16]
Epilepsia,Q3.3 Parou medicacao? (ha quanto tempo) [18]
Epilepsia,Q3.3 Parou medicacao? (ha quanto tempo) [3]
Epilepsia,Q3.3 Parou medicacao? (ha quanto tempo) [4]
Epilepsia,Q3.3 Parou medicacao? (ha quanto tempo) [5]
Epilepsia,Q3.3 Parou medicacao? (ha quanto tempo) [6]
Epilepsia,Q3.3 Parou medicacao? (ha quanto tempo) [7]
Epilepsia,Q3.3 Parou medicacao? (ha quanto tempo) [8]
Epilepsia,Q3.3 Parou medicacao? (ha quanto tempo) [9]
Epilepsia,Q3.4 reduziu Medicacao? (ha quanto tempo) [?]
Epilepsia,Q3.4 reduziu Medicacao? (ha quanto tempo) [1]
Epilepsia,Q3.4 reduziu Medicacao? (ha quanto tempo) [10]
Epilepsia,Q3.4 reduziu Medicacao? (ha quanto tempo) [11]
Epilepsia,Q3.4 reduziu Medicacao? (ha quanto tempo) [12]
Epilepsia,Q3.4 reduziu Medicacao? (ha quanto tempo) [14]
Epilepsia,Q3.4 reduziu Medicacao? (ha quanto tempo) [15]
Epilepsia,Q3.4 reduziu Medicacao? (ha quanto tempo) [3]
Epilepsia,Q3.4 reduziu Medicacao? (ha quanto tempo) [4]
Epilepsia,Q3.4 reduziu Medicacao? (ha quanto tempo) [5]
Epilepsia,Q3.4 reduziu Medicacao? (ha quanto tempo) [7]
Epilepsia,Q3.4 reduziu Medicacao? (ha quanto tempo) [8]
Epilepsia,Q3.4 reduziu Medicacao? (ha quanto tempo) [9]
Epilepsia,"Q4 (Vinculada a resposta sim da questao 2) [(Após falecimento do irmão, 1 ano pós op)]"
Epilepsia,Q4 (Vinculada a resposta sim da questao 2) [(maio/2002 - ausencia)]
Epilepsia,"Q4 (Vinculada a resposta sim da questao 2) [0 (nunca pararam,mas eram menos frequentes no 2º ano pós op)]"
Epilepsia,Q4 (Vinculada a resposta sim da questao 2) [0 (nunca pararam)]
Epilepsia,Q4 (Vinculada a resposta sim da questao 2) [0 (sempre teve)]
Epilepsia,"Q4 (Vinculada a resposta sim da questao 2) [0,25 ( 3 primeiros meses)]"
Epilepsia,Q4 (Vinculada a resposta sim da questao 2) [0.16 (antes do 2º mês pós op)]
Epilepsia,Q4 (Vinculada a resposta sim da questao 2) [1 (emoções fortes)]
Epilepsia,"Q4 (Vinculada a resposta sim da questao 2) [10 (Voltaram 6 meses pós op,ambos os lados afetados não pode sofrer grandes emoções)]"
Epilepsia,Q4 (Vinculada a resposta sim da questao 2) [11 (1ª:1ano e 5meses pós op.(fez exames-resultados normais) 2ª:2anos e 4meses pós op.)]
Epilepsia,Q4 (Vinculada a resposta sim da questao 2) [14 (1 ano pós op.)]
Epilepsia,Q4 (Vinculada a resposta sim da questao 2) [14 (meio ano pós op.)]
Epilepsia,Q4 (Vinculada a resposta sim da questao 2) [2 (há 2 anos)]
Epilepsia,"Q4 (Vinculada a resposta sim da questao 2) [3 (há 3 anos, por stress)]"
Epilepsia,"Q4 (Vinculada a resposta sim da questao 2) [3 há 3 anos, quando medicação foIBruscamente reduzida pela metade]"
Epilepsia,"Q4 (Vinculada a resposta sim da questao 2) [5 anos s/ crise, voltou c/ retirada do Gardenal]"
Epilepsia,Q4 (Vinculada a resposta sim da questao 2) [6 (2 anos pós op)]
Epilepsia,Q4 (Vinculada a resposta sim da questao 2) [8 (2 anos pós op)]
Epilepsia,Q4 (Vinculada a resposta sim da questao 2) [acha q quando trocava de medicação]
Epilepsia,"Q4 (Vinculada a resposta sim da questao 2) [emoções fortes,dia das mães deste ano]"
Epilepsia,"Q4 (Vinculada a resposta sim da questao 2) [falecimento do pai,stress]"
Epilepsia,Q4 (Vinculada a resposta sim da questao 2) [na gravidez]
Epilepsia,Q4 (Vinculada a resposta sim da questao 2) [não lembra]
Epilepsia,Q4 (Vinculada a resposta sim da questao 2) [quando começou a reduzir a medicação]
Epilepsia,Q4 (Vinculada a resposta sim da questao 2) [quando parou medicação]
Epilepsia,Q4 (Vinculada a resposta sim da questao 2) [redução muito rápida]
Epilepsia,Q4 (Vinculada a resposta sim da questao 2) [relaciona com stress e emoções fortes]
Epilepsia,Q4 (Vinculada a resposta sim da questao 2) [sim (quando esqueceu medicação)]
Epilepsia,Q4 (Vinculada a resposta sim da questao 2) [vide 2]
Epilepsia,Q6 ( Q3.3 e q3.4 relacionada ao sim de Q2) [acredita que tenha esquecido medicação]
Epilepsia,Q6 ( Q3.3 e q3.4 relacionada ao sim de Q2) [começou redução 5 anos pós op.]
Epilepsia,Q6 ( Q3.3 e q3.4 relacionada ao sim de Q2) [começou redução há pouco]
Epilepsia,Q6 ( Q3.3 e q3.4 relacionada ao sim de Q2) [começou redução no final de abril]
Epilepsia,"Q6 ( Q3.3 e q3.4 relacionada ao sim de Q2) [disparada por stress, emoções fortes]"
Epilepsia,"Q6 ( Q3.3 e q3.4 relacionada ao sim de Q2) [em uso da medicação,começa a reduzir, piora]"
Epilepsia,Q6 ( Q3.3 e q3.4 relacionada ao sim de Q2) [em uso da medicação]
Epilepsia,Q6 ( Q3.3 e q3.4 relacionada ao sim de Q2) [estava em redução]
Epilepsia,Q6 ( Q3.3 e q3.4 relacionada ao sim de Q2) [estava sem medicação]
Epilepsia,Q6 ( Q3.3 e q3.4 relacionada ao sim de Q2) [estava tomando medicação]
Epilepsia,Q6 ( Q3.3 e q3.4 relacionada ao sim de Q2) [já estava em redução]
Epilepsia,Q6 ( Q3.3 e q3.4 relacionada ao sim de Q2) [já havia parado com a medicação]
Epilepsia,"Q6 ( Q3.3 e q3.4 relacionada ao sim de Q2) [não, mas teve crise 8 dias s/ tomar medicação]"
Epilepsia,"Q6 ( Q3.3 e q3.4 relacionada ao sim de Q2) [quando começava a reduzir, crise voltava]"
Epilepsia,Q6 ( Q3.3 e q3.4 relacionada ao sim de Q2) [s/ medicação na crise]
Epilepsia,Q6 ( Q3.3 e q3.4 relacionada ao sim de Q2) [sim (estava em redução)]
Epilepsia,"Q6 ( Q3.3 e q3.4 relacionada ao sim de Q2) [tentou redução muitas vezes, mas se diz dependente do Urbanil]"
Epilepsia,Q6 ( Q3.3 e q3.4 relacionada ao sim de Q2) [tinha parado]
Epilepsia,Q7 (Vinculada a resposta sim da questao 2) [?]
Epilepsia,"Q7 (Vinculada a resposta sim da questao 2) [bem iguais, só mais fraca]"
Epilepsia,"Q7 (Vinculada a resposta sim da questao 2) [como estava sozinha e a crise foIDe ausência, acha que foi igual]"
Epilepsia,"Q7 (Vinculada a resposta sim da questao 2) [crise motora, s/ ausência]"
Epilepsia,"Q7 (Vinculada a resposta sim da questao 2) [crises parciais, antes eram muito mais fortes]"
Epilepsia,"Q7 (Vinculada a resposta sim da questao 2) [diferente, mais motora e sem perda de consciência]"
Epilepsia,"Q7 (Vinculada a resposta sim da questao 2) [diferente;operou só E, D ficou como estava;crises motoras esposa relata conversas em outros idiomas]"
Epilepsia,"Q7 (Vinculada a resposta sim da questao 2) [ficaram mais leves, só ausência]"
Epilepsia,"Q7 (Vinculada a resposta sim da questao 2) [ficaram mais leves, ultima crise há 2 semanas]"
Epilepsia,"Q7 (Vinculada a resposta sim da questao 2) [ficou mais leve, mas só acontece dormindo]"
Epilepsia,"Q7 (Vinculada a resposta sim da questao 2) [foi igual, mas muito forte]"
Epilepsia,"Q7 (Vinculada a resposta sim da questao 2) [foi igual,apenas ausência, descreve como um ""desmaio""]"
Epilepsia,"Q7 (Vinculada a resposta sim da questao 2) [foIDiferente;sente-se mais cansado, demora mais para se recuperar, s/ ausência e aura mais forte.]"
Epilepsia,"Q7 (Vinculada a resposta sim da questao 2) [iguais, acredita serem desencadeadas por stress]"
Epilepsia,"Q7 (Vinculada a resposta sim da questao 2) [iguais, s/ aura; ausência e motora]"
Epilepsia,"Q7 (Vinculada a resposta sim da questao 2) [iguais,3x ao dia]"
Epilepsia,"Q7 (Vinculada a resposta sim da questao 2) [igual, mais fraca]"
Epilepsia,"Q7 (Vinculada a resposta sim da questao 2) [igual,mais fraca]"
Epilepsia,Q7 (Vinculada a resposta sim da questao 2) [igual]
Epilepsia,"Q7 (Vinculada a resposta sim da questao 2) [mais leve, mudou um pouco a sistemática]"
Epilepsia,"Q7 (Vinculada a resposta sim da questao 2) [mudou,passa 1 mês com ""zunidos"" e as vezes tem aura s/ crise,ausência e motora]"
Epilepsia,Q7 (Vinculada a resposta sim da questao 2) [mudou;motora e ausência]
Epilepsia,Q7 (Vinculada a resposta sim da questao 2) [mudou;motora e s/ ausência]
Epilepsia,Q7 (Vinculada a resposta sim da questao 2) [não lembra - crise de ausencia]
Epilepsia,"Q7 (Vinculada a resposta sim da questao 2) [Praticamente iguas,as vezes só dá a aura]"
Epilepsia,"Q7 (Vinculada a resposta sim da questao 2) [são mais fracas, mas 1x teve motora+ausência]"
Epilepsia,Q7 (Vinculada a resposta sim da questao 2) [são mais leves]
Epilepsia,Q7 (Vinculada a resposta sim da questao 2) [só ficou menos frequente e mais leve.]
Epilepsia,Quando Teve Ameaço Depois? [0]
Epilepsia,Quando Teve Ameaço Depois? [10]
Epilepsia,Quando Teve Ameaço Depois? [14]
Epilepsia,Quando Teve Ameaço Depois? [2]
Epilepsia,Quando Teve Ameaço Depois? [3]
Epilepsia,Quando Teve Ameaço Depois? [6]
Epilepsia,Quando Teve Ameaço Depois? [8]
Epilepsia,Quando Teve Ameaço Depois? [red. Med.]
Epilepsia,Quando Teve Ameaço Depois? [stress]
Epilepsia,Resperidona [1mg?]
Epilepsia,ResperidonaDose [3]
Epilepsia,Rivotril [?]
Epilepsia,Rivotril [1mg?]
Epilepsia,Rivotril [2mg]
Epilepsia,RivotrilDose [?]
Epilepsia,Satisfação com a Cirurgia
Epilepsia,Tegretol [?]
Epilepsia,Tegretol [?CR 200]
Epilepsia,Tegretol [200?]
Epilepsia,Tegretol [200mg]
Epilepsia,Tegretol [400? ]
Epilepsia,Tegretol [400?]
Epilepsia,TegretolDose [?]
Epilepsia,TegretolDose [2]
Epilepsia,TegretolDose [3]
Epilepsia,TegretolDose [6]
Epilepsia,Tempo de Follow [10]
Epilepsia,Tempo de Follow [11]
Epilepsia,Tempo de Follow [12]
Epilepsia,Tempo de Follow [13]
Epilepsia,Tempo de Follow [14]
Epilepsia,Tempo de Follow [15]
Epilepsia,Tempo de Follow [16]
Epilepsia,Tempo de Follow [17]
Epilepsia,Tempo de Follow [18]
Epilepsia,Tempo de Follow [8]
Epilepsia,Tempo de Follow [9]
Epilepsia,"Tempo em 2023a  (1,5)"
Epilepsia,Tempo em 2023a  (1)
Epilepsia,"Tempo em 2023a  (10,5)"
Epilepsia,Tempo em 2023a  (10)
Epilepsia,Tempo em 2023a  (11)
Epilepsia,"Tempo em 2023a  (2,5)"
Epilepsia,Tempo em 2023a  (2)
Epilepsia,"Tempo em 2023a  (3,5)"
Epilepsia,Tempo em 2023a  (3)
Epilepsia,"Tempo em 2023a  (4,5)"
Epilepsia,Tempo em 2023a  (4)
Epilepsia,"Tempo em 2023a  (5,5)"
Epilepsia,Tempo em 2023a  (5)
Epilepsia,"Tempo em 2023a  (6,5)"
Epilepsia,Tempo em 2023a  (6)
Epilepsia,"Tempo em 2023a  (7,5)"
Epilepsia,Tempo em 2023a  (7)
Epilepsia,"Tempo em 2023a  (8,5)"
Epilepsia,Tempo em 2023a  (8)
Epilepsia,"Tempo em 2023a  (9,5)"
Epilepsia,Tempo em 2023a  (9)
Epilepsia,Tempo Redução Medicação [?]
Epilepsia,Tempo Redução Medicação [1]
Epilepsia,Tempo Redução Medicação [2]
Epilepsia,Tempo Redução Medicação [9]
Epilepsia,Teve Ameaço Antes? [não]
Epilepsia,Teve Ameaço Antes? [sim (as vezes;as vezes)]
Epilepsia,Teve Ameaço Antes? [sim (tinha e desde dezembro voltou a ter sem anteceder crise(menopausa)?)]
Epilepsia,Teve Ameaço Antes? [sim]
Epilepsia,Teve Ameaço Depois? [não]
Epilepsia,Teve Ameaço Depois? [sim (as vezes)]
Epilepsia,Teve Ameaço Depois? [sim(tinha e desde dezembro voltou a ter sem anteceder crise(menopausa)?)]
Epilepsia,Teve Ameaço Depois? [sim]
