SubCapitulo,Classe
Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte (V60-V69),Ocupante de um veículo de transporte pesado traumatizado em colisão com um automóvel [carro] ou uma caminhonete
Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte (V60-V69),Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo de transporte pesado ou um ônibus
Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte (V60-V69),Ocupante de um veículo de transporte pesado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário
Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte (V60-V69),Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo não-motorizado
Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte (V60-V69),Ocupante de um veículo de transporte pesado traumatizado em colisão com um objeto fixo ou parado
Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte (V60-V69),Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte sem colisão
Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte (V60-V69),Ocupante de um veículo de transporte pesado traumatizado em outros acidentes de transporte não especificados
Ocupante de um ônibus traumatizado em um acidente de transporte (V70-V79),Ocupante de um ônibus traumatizado em colisão com um pedestre ou um animal
Ocupante de um ônibus traumatizado em um acidente de transporte (V70-V79),Ocupante de um ônibus traumatizado em colisão com um veículo a pedal
Ocupante de um ônibus traumatizado em um acidente de transporte (V70-V79),Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas
Ocupante de um ônibus traumatizado em um acidente de transporte (V70-V79),Ocupante de um ônibus traumatizado em colisão com um automóvel [carro] ou uma caminhonete
Ocupante de um ônibus traumatizado em um acidente de transporte (V70-V79),Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus
Ocupante de um ônibus traumatizado em um acidente de transporte (V70-V79),Ocupante de um ônibus traumatizado em colisão com um trem [comboio] ou um veículo ferroviário
Ocupante de um ônibus traumatizado em um acidente de transporte (V70-V79),Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado
Ocupante de um ônibus traumatizado em um acidente de transporte (V70-V79),Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado
Ocupante de um ônibus traumatizado em um acidente de transporte (V70-V79),Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão
Ocupante de um ônibus traumatizado em um acidente de transporte (V70-V79),Ocupante de um ônibus traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
Outros acidentes de transporte terrestre (V80-V89),Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em um acidente de transporte
Outros acidentes de transporte terrestre (V80-V89),Ocupante de um trem [comboio] ou um veículo ferroviário traumatizado em um acidente de transporte
Outros acidentes de transporte terrestre (V80-V89),Ocupante de um bonde [carro elétrico] traumatizado em um acidente de transporte
Outros acidentes de transporte terrestre (V80-V89),Ocupante de um veículo especial a motor usado principalmente em áreas industriais traumatizado em um acidente de transporte
Outros acidentes de transporte terrestre (V80-V89),Ocupante de um veículo especial a motor de uso essencialmente agrícola traumatizado em um acidente de transporte
Outros acidentes de transporte terrestre (V80-V89),Ocupante de um veículo a motor especial de construções traumatizado em um acidente de transporte
Outros acidentes de transporte terrestre (V80-V89),"Ocupante de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública, traumatizado em um acidente de transporte"
Outros acidentes de transporte terrestre (V80-V89),"Acidente de trânsito de tipo especificado, mas sendo desconhecido o modo de transporte da vítima"
Outros acidentes de transporte terrestre (V80-V89),"Acidente não-de-trânsito de tipo especificado, mas sendo desconhecido o modo de transporte da vítima"
Outros acidentes de transporte terrestre (V80-V89),"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
Acidentes de transporte por água (V90-V94),Acidente com embarcação causando afogamento e submersão
Acidentes de transporte por água (V90-V94),Acidente com embarcação causando outro tipo de traumatismo
Acidentes de transporte por água (V90-V94),Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação
Acidentes de transporte por água (V90-V94),"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão"
Acidentes de transporte por água (V90-V94),Outros acidentes de transporte por água e os não especificados
Acidentes de transporte aéreo e espacial (V95-V97),Acidente de aeronave a motor causando traumatismo ao ocupante
Acidentes de transporte aéreo e espacial (V95-V97),Acidente de uma aeronave sem motor causando traumatismo a ocupante
Acidentes de transporte aéreo e espacial (V95-V97),Outros acidentes especificados de transporte aéreo
Outros acidentes de transporte e os não especificados (V98-V99),Outros acidentes de transporte especificados
Outros acidentes de transporte e os não especificados (V98-V99),Acidente de transporte não especificado
Quedas (W00-W19),Queda no mesmo nível envolvendo gelo e neve
Quedas (W00-W19),"Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés]"
Quedas (W00-W19),"Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas"
Quedas (W00-W19),Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa
Quedas (W00-W19),"Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s)"
Quedas (W00-W19),Queda envolvendo uma cadeira de rodas
Quedas (W00-W19),Queda de um leito
Quedas (W00-W19),Queda de uma cadeira
Quedas (W00-W19),Queda de outro tipo de mobília
Quedas (W00-W19),"Queda envolvendo equipamento de ""playground"""
Quedas (W00-W19),Queda em ou de escadas ou degraus
Quedas (W00-W19),Queda em ou de escadas de mão
Quedas (W00-W19),Queda em ou de um andaime
Quedas (W00-W19),Queda de ou para fora de edifícios ou outras estruturas
Quedas (W00-W19),Queda de árvore
Quedas (W00-W19),Queda de penhasco
Quedas (W00-W19),Mergulho ou pulo na água causando outro traumatismo que não afogamento ou submersão
Quedas (W00-W19),Outras quedas de um nível a outro
Quedas (W00-W19),Outras quedas no mesmo nível
Quedas (W00-W19),Queda sem especificação
Exposição a forças mecânicas inanimadas (W20-W49),"Impacto causado por objeto lançado, projetado ou em queda"
Exposição a forças mecânicas inanimadas (W20-W49),Impacto acidental ativo ou passivo causado por equipamento esportivo
Exposição a forças mecânicas inanimadas (W20-W49),Impacto acidental ativo ou passivo causado por outros objetos
Exposição a forças mecânicas inanimadas (W20-W49),"Apertado, colhido, comprimido ou esmagado dentro de ou entre objetos"
Exposição a forças mecânicas inanimadas (W20-W49),"Contato com elevadores e instrumentos de transmissão, não classificados em outra parte"
Exposição a forças mecânicas inanimadas (W20-W49),Contato com vidro cortante
Exposição a forças mecânicas inanimadas (W20-W49),"Contato com faca, espada e punhal"
Exposição a forças mecânicas inanimadas (W20-W49),Contato com ferramentas manuais sem motor
Exposição a forças mecânicas inanimadas (W20-W49),Contato com segadeira motorizada para cortar ou aparar a grama
Exposição a forças mecânicas inanimadas (W20-W49),Contato com outros utensílios manuais e aparelhos domésticos equipados com motor
Exposição a forças mecânicas inanimadas (W20-W49),Contato com maquinaria agrícola
Exposição a forças mecânicas inanimadas (W20-W49),Contato com outras máquinas e com as não especificadas
Exposição a forças mecânicas inanimadas (W20-W49),Projétil de revólver
Exposição a forças mecânicas inanimadas (W20-W49),"Rifle, espingarda e armas de fogo de maior tamanho"
Exposição a forças mecânicas inanimadas (W20-W49),Projéteis de outras armas de fogo e das não especificadas
Exposição a forças mecânicas inanimadas (W20-W49),Explosão ou ruptura de caldeira
Exposição a forças mecânicas inanimadas (W20-W49),Explosão ou ruptura de cilindro de gás
Exposição a forças mecânicas inanimadas (W20-W49),"Explosão ou ruptura de pneumático, tubulação ou mangueira, pressurizados"
Exposição a forças mecânicas inanimadas (W20-W49),Explosão ou ruptura de outros aparelhos pressurizados especificados
Exposição a forças mecânicas inanimadas (W20-W49),Queima de fogos de artifício
Exposição a forças mecânicas inanimadas (W20-W49),Explosão de outros materiais
Exposição a forças mecânicas inanimadas (W20-W49),Exposição a um jato de alta pressão
Exposição a forças mecânicas inanimadas (W20-W49),Exposição ao ruído
Exposição a forças mecânicas inanimadas (W20-W49),Exposição à vibração
Exposição a forças mecânicas inanimadas (W20-W49),Penetração de corpo estranho no ou através de olho ou orifício natural
Exposição a forças mecânicas inanimadas (W20-W49),Penetração de corpo ou objeto estranho através da pele
Exposição a forças mecânicas inanimadas (W20-W49),Contato com agulha hipodérmica
Exposição a forças mecânicas inanimadas (W20-W49),Exposição a outras forças mecânicas inanimadas e às não especificadas
Exposição a forças mecânicas animadas (W50-W64),"Golpe, pancada, pontapé, mordedura ou escoriação infligidos por outra pessoa"
Exposição a forças mecânicas animadas (W50-W64),Colisão entre duas pessoas
Exposição a forças mecânicas animadas (W50-W64),"Esmagado, empurrado ou pisoteado por multidão ou debandada em massa de pessoas"
Exposição a forças mecânicas animadas (W50-W64),Mordedura de rato
Exposição a forças mecânicas animadas (W50-W64),Mordedura ou golpe provocado por cão
Exposição a forças mecânicas animadas (W50-W64),Mordedura ou golpe provocado por outros animais mamíferos
Exposição a forças mecânicas animadas (W50-W64),Contato com animais marinhos
Exposição a forças mecânicas animadas (W50-W64),"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos"
Exposição a forças mecânicas animadas (W50-W64),Mordedura ou golpe provocado por crocodilo ou aligátor
Exposição a forças mecânicas animadas (W50-W64),Mordedura ou esmagamento provocado por outros répteis
