Classe,DESCRICAO
Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - áreas de comércio e de serviços
Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - áreas industriais e em construção
Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - fazenda
Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - outros locais especificados
Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - local não especificado
"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas","Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - residência"
"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas","Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - habitação coletiva"
"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas","Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - escolas, outras instituições e áreas de administração pública"
"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas","Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - área para a prática de esportes e atletismo"
"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas","Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - rua e estrada"
"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas","Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - áreas de comércio e de serviços"
"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas","Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - áreas industriais e em construção"
"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas","Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - fazenda"
"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas","Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - outros locais especificados"
"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas","Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - local não especificado"
Envenenamento [intoxicação] acidental por e exposição ao álcool,Envenenamento [intoxicação] acidental por e exposição ao álcool - residência
Envenenamento [intoxicação] acidental por e exposição ao álcool,Envenenamento [intoxicação] acidental por e exposição ao álcool - habitação coletiva
Envenenamento [intoxicação] acidental por e exposição ao álcool,"Envenenamento [intoxicação] acidental por e exposição ao álcool - escolas, outras instituições e áreas de administração pública"
Envenenamento [intoxicação] acidental por e exposição ao álcool,Envenenamento [intoxicação] acidental por e exposição ao álcool - área para a prática de esportes e atletismo
Envenenamento [intoxicação] acidental por e exposição ao álcool,Envenenamento [intoxicação] acidental por e exposição ao álcool - rua e estrada
Envenenamento [intoxicação] acidental por e exposição ao álcool,Envenenamento [intoxicação] acidental por e exposição ao álcool - áreas de comércio e de serviços
Envenenamento [intoxicação] acidental por e exposição ao álcool,Envenenamento [intoxicação] acidental por e exposição ao álcool - áreas industriais e em construção
Envenenamento [intoxicação] acidental por e exposição ao álcool,Envenenamento [intoxicação] acidental por e exposição ao álcool - fazenda
Envenenamento [intoxicação] acidental por e exposição ao álcool,Envenenamento [intoxicação] acidental por e exposição ao álcool - outros locais especificados
Envenenamento [intoxicação] acidental por e exposição ao álcool,Envenenamento [intoxicação] acidental por e exposição ao álcool - local não especificado
Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - residência
Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - habitação coletiva
Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,"Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - escolas, outras instituições e áreas de administração pública"
