Doenca,Classe
Lábio,"Neoplasia maligna de outras localizações e de localizações mal definida, do lábio, cavidade oral e faringe"
alucinógenos,"Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte"
Substâncias Químicas,Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas
Carabina,"Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre"
Abdome,"Lesão por esmagamento e amputação traumática de parte do abdome, do dorso e da pelve"
Órgãos,Neoplasia de comportamento incerto ou desconhecido do ouvido médio e dos órgãos respiratórios e intratorácicos
Conhecida,"Assistência prestada à mãe por motivo de apresentação anormal, conhecida ou suspeitada, do feto"
Anti-reumáticos,"Envenenamento [intoxicação] por e exposição a analgésicos, antipiréticos e anti-reumáticos não-opiáceos, intenção não determinada"
Transtornos,Fatores psicológicos ou comportamentais associados a doença ou a transtornos classificados em outra parte
Linfático,"Outras neoplasias malignas e as não especificadas dos tecidos linfático, hematopoético e tecidos correlatos"
Habitualmente,Outros transtornos comportamentais e emocionais com início habitualmente durante a infância ou a adolescência
Outros,"Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína"
Fetais,"Assistência prestada à mãe por anormalidade e lesão fetais, conhecidas ou suspeitadas"
Antipiréticos,"Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos"
Ligadas,Assistência materna por outras complicações ligadas predominantemente à gravidez
Intervenção Cirúrgica,"Reação anormal em paciente ou complicação tardia, causadas por intervenção cirúrgica e por outros atos cirúrgicos, sem menção de acidente durante a intervenção"
Farmacológicas,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada"
Drogas,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas"
Feto,Feto e recém-nascido afetados por influências nocivas transmitidas ao feto via placenta ou leite materno
Durante,"Corte, punção, perfuração ou hemorragia acidentais durante a prestação de cuidados médicos ou cirúrgicos"
Não Obrigatoriamente,"Feto e recém-nascido afetados por afecções maternas, não obrigatoriamente relacionadas com a gravidez atual"
Tecidos,"Outras neoplasias de comportamento incerto ou desconhecido dos tecidos linfático, hematopoético e tecidos correlatos"
Suspeita,"Assistência prestada à mãe por anormalidade, conhecida ou suspeita, dos órgãos pélvicos maternos"
Mucosas,"Efeitos adversos de substâncias de uso tópico que atuam primariamente sobre a pele e as membranas mucosas e drogas de uso oftalmológico, otorrinolaringológico e dentário"
Medicamentos,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia"
Sedativos,"Envenenamento [intoxicação] por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte, intenção não determinada"
antiepilépticos,"Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte"
antiepilépticos,"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte"
Puerpério,"Doenças infecciosas e parasitárias maternas classificáveis em outra parte mas que compliquem a gravidez, o parto e o puerpério"
Após o Parto,"Morte, por qualquer causa obstétrica, que ocorre mais de 42 dias, mas menos de 1 ano, após o parto"
Não Classificados em Outra Parte,"Pessoas em contato com os serviços de saúde para outros aconselhamentos e conselho médico, não classificados em outra parte"
Puerpério,"Outras doenças da mãe, classificadas em outra parte, mas que complicam a gravidez o parto e o puerpério"
Acidente de Transporte,Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em um acidente de transporte
Sistema Nervoso Autônomo,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo
Intenção Não Determinada,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada"
Não Especificada,Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada
Sistema Nervoso Autônomo,"Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo"
Mão,"Luxação, entorse e distensão das articulações e dos ligamentos ao nível do punho e da mão"
pé,"Luxação, entorse e distensão das articulações e dos ligamentos ao nível do tornozelo e do pé"
Intenção Não Determinada,"Seqüelas de uma lesão autoprovocada intencionalmente, de agressão ou de um fato cuja intenção é indeterminada"
Pelve,"Traumatismo dos nervos e da medula lombar ao nível do abdome, do dorso e da pelve"
Não Especificada,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
Seus Vapores,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores
Outra Parte,"Intoxicação por substâncias de ação essencialmente sistêmica e substâncias hematológicas, não classificadas em outra parte"
Pelve,"Luxação, entorse ou distensão das articulações e dos ligamentos da coluna lombar e da pelve"
Disfunção Cerebral,"Transtornos de personalidade e do comportamento devidos a doença, a lesão e a disfunção cerebral"
Não Especificadas,"Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas"
Membranas,"Feto e recém-nascido afetados por complicações da placenta, do cordão umbilical e das membranas"
Não Especificadas,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas"
Médicos,Objeto estranho deixado acidentalmente no corpo durante a prestação de cuidados cirúrgicos e médicos
Outra Parte,"Síndromes com malformações congênitas devidas a causas exógenas conhecidas, não classificadas em outra parte"
Incidente Adversos,"Dispositivos (aparelhos) utilizados em cirurgia geral ou cirurgia plástica, associados a incidente adversos"
Intenção Não Determinada,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada"
Objeto em Movimento,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento
Não-Afogamento,Mergulho ou pulo na água causando outro traumatismo que não afogamento ou submersão
Doença Física,Outros transtornos mentais devidos a lesão e disfunção cerebral e a doença física
Saúde,Problemas relacionados com a dependência de uma pessoa que oferece cuidados de saúde
Pranchas esqueite,"Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas"
Outra Parte,"Transtornos do ouvido e da apófise mastóide pós-procedimentos, não classificados em outra parte"
Vapores,"Afecções respiratórias devidas a inalação de produtos químicos, gases, fumaças e vapores"
Não Especificados,Contato com outras fontes de calor ou com substâncias quentes não especificados
Tórax,"Deformidades osteomusculares congênitas da cabeça, da face, da coluna e do tórax"
ou,"Esmagado, empurrado ou pisoteado por multidão ou debandada em massa de pessoas"
Escapular,"Luxação, entorse e distensão das articulações e dos ligamentos da cintura escapular"
Boca,Neoplasia maligna de outras partes e de partes não especificadas da boca
Língua,Neoplasia maligna de outras partes e de partes não especificadas da língua
Outra Parte,"Outros traumatismos envolvendo regiões múltiplas do corpo, não classificados em outra parte"
Outra Parte,Pneumonia devida a outros microorganismos infecciosos especificados não classificados em outra parte
Mão,"Queimadura e corrosão do ombro e membro superior, exceto punho e mão"
Recém-nascido,Reações e intoxicações devidas a drogas administradas ao feto e ao recém-nascido
Psicoativas,Síndrome amnésica orgânica não induzida pelo álcool ou por outras substâncias psicoativas
Outra Parte,"Transtornos mentais e comportamentais associados ao puerpério, não classificados em outra parte"
Orientação,Transtornos psicológicos e comportamentais associados ao desenvolvimento sexual e à sua orientação
Neonatal,Transtornos transitórios do metabolismo do cálcio e do magnésio do período neonatal
Recém-nascido,Transtornos transitórios do metabolismo dos carboidratos específicos do feto e do recém-nascido
Não Ionizante,Alterações da pele devidas à exposição crônica à radiação não ionizante
Suspeitados,Assistência prestada à mãe por outros problemas fetais conhecidos ou suspeitados
Não-opiáceos,"Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos"
Motor,Contato com outros utensílios manuais e aparelhos domésticos equipados com motor
Incidentes Adversos,"Dispositivos (aparelhos) utilizados em medicina física (fisiatria), associado a incidentes adversos"
Cirúrgicos,Erros de dosagem durante a prestação de cuidados médicos e cirúrgicos
Objetos Quentes,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes"
Hipnóticos,Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos
Parasitárias,"Exame especial de rastreamento (""screening"") de doenças infecciosas e parasitárias"
